chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type
,,198869,0,0,0,0,0,2,0.6,,0,Ben,0.0,74,False,,,45.8,198869.jpg,0.0,White,2.4,False,,a,3,36,0,0,0,0,0,0.0,0.0,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,435.0,168.0,426.0,168.0,413.0,165.0,435.0,168.0
,,209362,0,0,0,0,0,2,0.0,,0,Bernardo,0.0,75,False,,,40.4,209362.jpg,1.5,Fernandes da Silva Junior,13.0,False,,a,3,36,21,0,0,0,0,0.0,5.2,Bernardo,675,0,0,1,17,0,0,0,1,0,0,3,121,154.0,72.6,92.0,31.9,288.0,109.0,255.0,82.0,246.0,78.0,295.0,104.0
,,227127,0,0,0,0,0,3,0.0,,0,Yves,0.0,76,False,,,46.199999999999996,227127.jpg,1.8,Bissouma,2.5,False,,a,3,36,39,0,0,0,0,0.0,8.7,Bissouma,1253,1,0,4,18,0,0,0,4,0,0,0,207,238.8,110.6,101.0,45.1,243.0,103.0,220.0,126.0,236.0,121.0,269.0,123.0
,,232792,0,0,0,0,0,2,0.6,,0,Tariq,0.0,77,False,,,45.6,232792.jpg,2.9,Lamptey,2.4,False,,a,3,36,26,0,0,0,0,0.0,5.8,Lamptey,619,0,1,3,8,0,0,0,2,0,0,0,136,91.8,82.1,27.0,20.2,318.0,119.0,242.0,74.0,302.0,109.0,322.0,116.0
,,233425,0,0,0,0,0,4,0.5,,0,Aaron,0.0,78,False,,,56.099999999999994,233425.jpg,2.5,Connolly,0.6,False,,a,3,36,61,0,0,0,0,0.0,11.1,Connolly,1250,3,3,5,22,0,0,0,0,0,0,5,146,150.6,91.4,530.0,76.0,292.0,35.0,236.0,36.0,60.0,27.0,183.0,29.0
,,235382,0,0,0,0,0,3,0.0,,0,Steven,0.0,79,False,,,46.39999999999999,235382.jpg,1.7,Alzate,0.4,False,,a,3,36,33,0,0,0,0,0.0,7.3,Alzate,1181,0,0,3,18,0,0,0,1,0,0,0,183,202.0,214.1,205.0,62.3,264.0,115.0,163.0,107.0,167.0,91.0,224.0,108.0
,,243016,0,0,0,0,0,3,0.8,,0,Alexis,0.0,80,False,,,55.4,243016.jpg,1.3,Mac Allister,0.1,False,,a,3,36,12,0,0,0,0,0.0,2.2,Mac Allister,348,0,0,0,6,0,0,0,0,0,0,0,35,28.4,73.8,66.0,16.9,351.0,149.0,250.0,132.0,271.0,134.0,328.0,143.0
,,108813,0,0,0,0,0,1,0.0,,0,Christian,0.0,503,False,,,40.6,108813.jpg,0.0,Walton,0.4,False,,a,3,36,0,0,0,0,0,0.0,0.0,Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,387.0,34.0,368.0,16.0,347.0,9.0,387.0,34.0
,,17761,0,0,0,0,0,2,0.0,,0,James,0.0,81,False,,,55.89999999999999,17761.jpg,3.8,Tarkowski,7.2,False,,a,4,90,143,0,0,0,0,0.0,26.0,Tarkowski,3420,2,3,15,50,0,0,0,10,0,0,14,690,919.8,167.1,410.0,149.9,13.0,3.0,187.0,45.0,83.0,9.0,60.0,8.0
,,17997,0,0,0,0,0,2,0.0,,0,Phil,0.0,82,False,,,46.4,17997.jpg,3.7,Bardsley,0.8,False,,a,4,90,78,0,0,0,0,0.0,17.3,Bardsley,1890,0,2,9,19,0,0,0,6,0,0,6,358,350.6,164.0,109.0,62.5,180.0,67.0,189.0,46.0,227.0,66.0,222.0,70.0
,,39487,0,0,0,0,0,2,0.0,,0,Erik,0.0,83,False,,,46.099999999999994,39487.jpg,3.2,Pieters,2.2,False,,a,4,90,77,0,0,0,0,0.0,17.1,Pieters,1876,0,5,6,35,0,0,0,2,0,0,10,359,355.4,273.8,90.0,71.6,177.0,64.0,133.0,29.0,247.0,79.0,192.0,55.0
0.0,,40145,0,0,0,0,0,3,0.0,,0,Jack,0.0,84,False,Ankle injury - Unknown return date,2020-08-15T10:00:11.504829Z,51.099999999999994,40145.jpg,2.3,Cork,0.1,False,,i,4,90,70,0,0,0,0,0.0,14.0,Cork,2614,0,0,12,41,0,0,0,1,0,0,0,301,313.2,198.2,311.0,82.4,198.0,83.0,169.0,111.0,112.0,62.0,172.0,90.0
,,41674,0,0,0,0,0,2,0.0,,0,Kevin,0.0,85,False,,,45.8,41674.jpg,2.6,Long,0.2,False,,a,4,90,21,0,0,0,0,0.0,4.7,Long,562,0,0,2,5,0,0,0,0,0,0,0,93,104.8,1.3,24.0,13.0,314.0,118.0,355.0,134.0,305.0,111.0,337.0,122.0
,,44683,0,0,0,0,0,4,0.0,,0,Jay,0.0,86,False,,,60.99999999999999,44683.jpg,2.8,Rodriguez,1.1,False,,a,4,90,100,0,0,0,0,0.0,16.7,Rodriguez,2002,8,2,7,34,0,0,0,1,0,0,9,282,431.4,135.0,827.0,137.8,148.0,18.0,208.0,31.0,35.0,19.0,73.0,20.0
0.0,,44699,0,0,0,0,0,4,0.0,,0,Ashley,0.0,87,False,Groin Injury - Unknown return date,2020-09-07T00:30:12.603985Z,60.89999999999999,44699.jpg,3.2,Barnes,0.6,False,,i,4,90,61,0,0,0,0,0.0,10.2,Barnes,1350,6,0,8,21,0,0,0,4,0,0,6,161,226.2,85.1,474.0,75.9,251.0,27.0,241.0,38.0,68.0,30.0,184.0,30.0
0.0,,51927,0,0,0,0,0,2,0.0,,0,Ben,0.0,88,False,Thigh injury - Unknown return date,2020-09-07T00:30:12.617922Z,50.0,51927.jpg,3.4,Mee,1.9,False,,i,4,90,110,0,0,0,0,0.0,22.0,Mee,2880,1,2,13,45,0,0,0,7,0,0,6,549,658.8,105.8,362.0,112.9,56.0,22.0,224.0,62.0,92.0,12.0,108.0,24.0
,,60551,0,0,0,0,0,3,0.0,,0,Ashley,0.0,89,False,,,55.800000000000004,60551.jpg,3.4,Westwood,1.3,False,,a,4,90,118,0,0,0,0,0.0,21.5,Westwood,3150,2,7,15,39,0,0,0,9,0,0,11,567,596.8,814.2,135.0,154.7,75.0,23.0,15.0,12.0,208.0,109.0,54.0,31.0
,,60586,0,0,0,0,0,3,0.0,,0,Johann Berg,0.0,90,False,,,55.3,60586.jpg,2.5,Gudmundsson,0.2,False,,a,4,90,30,0,0,0,0,0.0,5.5,Gudmundsson,617,1,1,3,7,0,0,0,0,0,0,1,98,118.6,215.4,108.0,44.1,304.0,129.0,161.0,106.0,228.0,117.0,273.0,125.0
,,60689,0,0,0,0,0,4,0.0,,0,Chris,0.0,91,False,,,65.99999999999999,60689.jpg,4.2,Wood,3.4,False,,a,4,90,136,0,0,0,0,0.0,20.9,Wood,2436,14,1,11,33,1,0,0,1,0,0,21,384,552.2,299.6,1070.0,190.8,93.0,14.0,118.0,15.0,23.0,14.0,40.0,15.0
,,68983,0,0,0,0,0,2,0.0,,0,Matthew,0.0,92,False,,,45.800000000000004,68983.jpg,2.8,Lowton,0.2,False,,a,4,90,48,0,0,0,0,0.0,10.7,Lowton,1530,0,1,6,31,0,0,0,2,0,0,1,270,294.2,181.7,15.0,49.2,209.0,79.0,181.0,42.0,318.0,119.0,260.0,84.0
,,81183,0,0,0,0,0,4,0.0,,0,Matej,0.0,93,False,,,50.6,81183.jpg,2.1,Vydra,0.6,False,,a,4,90,39,0,0,0,0,0.0,7.8,Vydra,807,2,1,5,7,0,0,0,0,0,0,3,112,144.2,113.3,273.0,53.3,295.0,36.0,219.0,35.0,128.0,34.0,248.0,36.0
0.0,,83312,0,0,0,0,0,2,0.0,,0,Ben,0.0,94,False,Joined Norwich City on loan until the end of the season on 4/9. - Expected back 01 Jul,2020-09-05T11:00:07.592134Z,40.0,83312.jpg,0.0,Gibson,1.1,False,,n,4,90,0,0,0,0,0,0.0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,386.0,139.0,366.0,138.0,345.0,131.0,386.0,139.0
,,90517,0,0,0,0,0,3,0.0,,0,Robbie,0.0,95,False,,,50.3,90517.jpg,1.9,Brady,0.1,False,,a,4,90,32,0,0,0,0,0.0,6.4,Brady,445,1,2,1,10,0,0,0,1,0,0,0,112,118.6,102.1,128.0,34.9,303.0,128.0,226.0,128.0,216.0,112.0,290.0,130.0
,,98747,0,0,0,0,0,1,0.0,,0,Nick,0.0,96,False,,,55.6,98747.jpg,4.5,Pope,21.8,False,,a,4,90,170,0,0,0,0,0.0,30.9,Pope,3420,0,0,15,50,0,1,0,1,0,120,23,789,900.0,30.3,2.0,93.1,16.0,4.0,305.0,1.0,338.0,3.0,148.0,4.0
,,103914,0,0,0,0,0,2,0.0,,0,Charlie,0.0,97,False,,,45.699999999999996,103914.jpg,3.5,Taylor,6.6,False,,a,4,90,84,0,0,0,0,0.0,18.7,Taylor,1944,0,1,10,18,0,0,0,3,0,0,5,375,382.6,243.0,19.0,64.7,170.0,62.0,145.0,31.0,313.0,115.0,215.0,65.0
,,172782,0,0,0,0,0,3,0.0,,0,Josh,0.0,98,False,,,50.4,172782.jpg,2.1,Brownhill,0.0,False,,a,4,90,21,0,0,0,0,0.0,4.2,Brownhill,805,0,0,4,10,0,0,0,2,0,0,0,111,101.2,58.5,49.0,20.8,317.0,136.0,273.0,140.0,285.0,139.0,319.0,139.0
,,220037,0,0,0,0,0,1,0.0,,0,Bailey,0.0,99,False,,,40.699999999999996,220037.jpg,0.0,Peacock-Farrell,1.6,False,,a,4,90,0,0,0,0,0,0.0,0.0,Peacock-Farrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,391.0,36.0,372.0,18.0,352.0,11.0,391.0,36.0
,,433154,0,0,0,0,0,3,0.0,,0,Dwight,0.0,100,False,,,61.69999999999999,433154.jpg,3.2,McNeil,1.2,False,,a,4,90,123,0,0,0,0,0.0,20.5,McNeil,3339,2,7,16,48,0,0,0,5,0,0,6,529,644.2,931.4,430.0,200.6,59.0,15.0,10.0,7.0,75.0,40.0,37.0,20.0
,,20310,0,0,0,0,0,1,3.5,,0,Willy,0.0,101,False,,,50.8,20310.jpg,2.6,Caballero,0.4,False,,a,5,8,13,0,0,0,0,0.0,2.6,Caballero,450,0,0,1,7,0,0,0,0,0,10,0,74,90.2,0.0,0.0,9.0,321.0,27.0,439.0,41.0,432.0,37.0,347.0,27.0
,,41328,0,0,0,0,0,2,3.9,,0,César,0.0,102,False,,,60.8,41328.jpg,3.6,Azpilicueta,8.0,False,,a,5,8,130,0,0,0,0,0.0,21.7,Azpilicueta,3229,2,6,8,53,0,0,0,1,0,0,16,700,905.2,708.7,438.0,205.4,15.0,4.0,23.0,4.0,73.0,5.0,32.0,4.0
,,44346,0,0,0,0,0,4,3.3,,0,Olivier,0.0,103,False,,,70.49999999999999,44346.jpg,3.8,Giroud,1.5,False,,a,5,8,68,0,0,0,0,0.0,9.7,Giroud,988,8,1,6,16,0,0,0,1,0,0,5,253,316.2,144.8,598.0,105.4,196.0,21.0,206.0,29.0,52.0,24.0,123.0,25.0
,,82263,0,0,0,0,0,2,3.9,,0,Marcos,0.0,104,False,,,60.3,82263.jpg,5.6,Alonso,3.9,False,,a,5,8,100,0,0,0,0,0.0,16.7,Alonso,1429,4,4,7,18,0,0,0,4,0,0,11,395,411.8,413.4,420.0,124.3,158.0,56.0,88.0,16.0,80.0,7.0,92.0,18.0
,,85955,0,0,0,0,0,3,2.4,,0,Jorge Luiz,0.0,105,False,,,50.699999999999996,85955.jpg,3.0,Frello Filho,1.8,False,,a,5,8,92,0,0,0,0,0.0,18.4,Jorginho,2376,4,3,6,40,0,0,0,10,0,0,9,535,600.0,422.4,158.0,118.4,72.0,21.0,84.0,61.0,197.0,104.0,99.0,58.0
,,88894,0,0,0,0,0,3,3.1,,0,Ross,0.0,106,False,,,60.9,88894.jpg,2.9,Barkley,0.3,False,,a,5,8,61,0,0,0,0,0.0,10.2,Barkley,1095,1,5,5,14,0,0,0,0,0,0,5,208,266.0,344.3,373.0,98.2,227.0,97.0,102.0,69.0,89.0,48.0,139.0,74.0
0.0,,91651,0,0,0,0,0,3,0.0,,0,Mateo,0.0,107,False,Suspended until 19 Sep,2020-08-15T10:00:11.528964Z,55.7,91651.jpg,2.2,Kovacic,0.2,False,,s,5,8,68,0,0,0,0,0.0,12.4,Kovacic,2065,1,3,4,37,0,0,0,8,0,0,6,461,497.0,458.5,186.0,114.0,121.0,43.0,61.0,48.0,179.0,99.0,107.0,63.0
,,94245,0,0,0,0,0,4,2.8,,0,Michy,0.0,108,False,,,60.8,94245.jpg,1.8,Batshuayi,0.4,False,,a,5,8,28,0,0,0,0,0.0,4.7,Batshuayi,224,1,2,0,8,0,0,0,0,0,0,1,59,61.8,42.9,185.0,28.3,334.0,43.0,290.0,44.0,181.0,43.0,300.0,44.0
,,102380,0,0,0,0,0,2,3.1,,0,Antonio,0.0,109,False,,,50.99999999999999,102380.jpg,3.1,Rüdiger,1.8,False,,a,5,8,63,0,0,0,0,0.0,12.6,Rüdiger,1710,2,0,5,24,1,0,0,3,0,0,5,351,389.4,93.3,194.0,67.7,165.0,60.0,234.0,69.0,171.0,37.0,209.0,63.0
,,103192,0,0,0,0,0,2,3.1,,0,Kurt,0.0,110,False,,,51.099999999999994,103192.jpg,2.2,Zouma,0.9,False,,a,5,8,62,0,0,0,0,0.0,12.4,Zouma,2343,0,0,7,37,1,0,0,6,0,0,2,432,518.0,40.1,162.0,71.7,112.0,43.0,293.0,102.0,196.0,50.0,191.0,54.0
,,109533,0,0,0,0,0,2,3.1,,0,Emerson,0.0,111,False,,,50.89999999999999,109533.jpg,1.3,Palmieri dos Santos,0.2,False,,a,5,8,19,0,0,0,0,0.0,3.8,Emerson,1022,0,0,1,21,0,0,0,3,0,0,0,181,207.8,298.7,225.0,73.2,262.0,98.0,119.0,27.0,152.0,29.0,188.0,52.0
,,109745,0,0,0,0,0,1,3.5,,0,Kepa,0.0,112,False,,,50.699999999999996,109745.jpg,2.7,Arrizabalaga,2.2,False,,a,5,8,90,0,0,0,0,0.0,18.0,Arrizabalaga,2970,0,0,8,47,0,0,0,0,0,55,0,507,503.6,0.0,0.0,50.2,117.0,17.0,455.0,48.0,449.0,44.0,258.0,18.0
,,116594,0,0,0,0,0,3,2.4,,0,N'Golo,0.0,113,False,,,50.3,116594.jpg,2.6,Kanté,3.7,False,,a,5,8,57,0,0,0,0,0.0,11.4,Kanté,1730,3,0,3,25,0,0,0,4,0,0,2,294,422.8,424.5,214.0,106.3,152.0,59.0,82.0,59.0,157.0,87.0,122.0,68.0
75.0,,124183,0,0,0,0,0,3,2.8,,0,Hakim,0.0,114,False,Knee injury - 75% chance of playing,2020-08-29T17:30:07.487245Z,80.39999999999999,124183.jpg,0.0,Ziyech,12.5,False,,d,5,8,0,0,0,0,0,0.0,0.0,Ziyech,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,501.0,208.0,501.0,208.0,501.0,208.0,501.0,208.0
,,126187,0,0,0,0,0,3,3.1,,0,Ruben,0.0,115,False,,,60.4,126187.jpg,1.7,Loftus-Cheek,0.2,False,,a,5,8,12,0,0,0,0,0.0,2.0,Loftus-Cheek,203,0,1,1,3,0,0,0,0,0,0,0,37,30.8,30.2,33.0,9.2,350.0,148.0,306.0,150.0,299.0,145.0,345.0,149.0
,,135363,0,0,0,0,0,2,3.1,,0,Andreas,0.0,116,False,,,51.199999999999996,135363.jpg,1.6,Christensen,0.3,False,,a,5,8,34,0,0,0,0,0.0,6.8,Christensen,1751,0,0,3,33,0,0,0,5,0,0,0,325,353.6,70.9,96.0,52.1,178.0,65.0,257.0,83.0,243.0,75.0,251.0,81.0
,,165153,0,0,0,0,0,4,4.5,,0,Timo,0.0,117,False,,,95.79999999999998,165153.jpg,0.0,Werner,46.6,False,,a,5,8,0,0,0,0,0,0.0,0.0,Werner,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,503.0,62.0,503.0,62.0,503.0,62.0,503.0,62.0
,,173879,0,0,0,0,0,4,3.6,,0,Tammy,0.0,118,False,,,75.3,173879.jpg,4.5,Abraham,6.7,False,,a,5,8,153,0,0,0,0,0.0,20.4,Abraham,2206,15,6,7,34,1,0,0,2,0,0,20,461,659.6,283.2,1301.0,223.3,55.0,9.0,129.0,16.0,10.0,7.0,26.0,10.0
50.0,,176413,0,0,0,0,0,3,1.9,,0,Christian,0.0,119,False,Hamstring injury - 50% chance of playing,2020-08-15T10:00:11.562980Z,85.3,176413.jpg,5.1,Pulisic,4.2,False,,d,5,8,127,0,0,0,0,0.0,14.9,Pulisic,1717,9,8,6,28,0,0,0,0,0,0,8,379,556.2,426.0,1059.0,204.2,90.0,29.0,80.0,57.0,24.0,10.0,34.0,18.0
,,184341,0,0,0,0,0,3,3.4,,0,Mason,0.0,120,False,,,70.6,184341.jpg,3.7,Mount,10.7,False,,a,5,8,137,0,0,0,0,0.0,19.6,Mount,2865,7,6,9,44,0,0,0,3,0,0,11,510,641.2,814.0,974.0,242.8,62.0,17.0,16.0,13.0,27.0,12.0,20.0,12.0
,,194794,0,0,0,0,0,2,3.1,,0,Fikayo,0.0,121,False,,,51.099999999999994,194794.jpg,3.2,Tomori,0.4,False,,a,5,8,48,0,0,0,0,0.0,9.6,Tomori,1291,1,0,4,18,0,0,0,3,0,0,7,271,335.4,68.6,79.0,48.5,188.0,72.0,262.0,85.0,259.0,85.0,263.0,87.0
,,209046,0,0,0,0,0,3,3.1,,0,Callum,0.0,122,False,,,60.599999999999994,209046.jpg,2.4,Hudson-Odoi,0.5,False,,a,5,8,53,0,0,0,0,0.0,8.8,Hudson-Odoi,849,1,5,2,14,0,0,0,1,0,0,3,197,235.2,341.4,325.0,89.9,246.0,106.0,104.0,71.0,107.0,58.0,155.0,83.0
,,225796,0,0,0,0,0,2,3.1,,0,Reece,0.0,123,False,,,50.4,225796.jpg,2.5,James,3.8,False,,a,5,8,61,0,0,0,0,0.0,12.2,James,1510,0,2,5,23,0,0,0,1,0,0,5,373,343.6,428.8,143.0,91.8,186.0,70.0,78.0,15.0,206.0,54.0,150.0,39.0
0.0,,243568,0,0,0,0,0,3,0.0,,0,Billy,0.0,124,False,Knee injury - Expected back 07 Nov,2020-08-15T10:00:11.591471Z,45.2,243568.jpg,1.5,Gilmour,0.3,False,,i,5,8,9,0,0,0,0,0.0,2.0,Gilmour,191,0,0,1,3,0,0,0,0,0,0,0,41,31.4,55.3,5.0,9.1,349.0,147.0,278.0,142.0,331.0,155.0,346.0,150.0
0.0,,172850,0,0,0,0,0,2,0.0,,0,Benjamin,0.0,232,False,Foot injury - Unknown return date,2020-08-15T10:00:11.852853Z,55.6,172850.jpg,4.2,Chilwell,2.8,False,,i,5,8,114,0,0,0,0,0.0,20.7,Chilwell,2374,3,3,9,26,0,0,0,3,0,0,8,501,546.0,545.4,208.0,130.0,97.0,38.0,40.0,6.0,165.0,34.0,84.0,15.0
,,51090,0,0,0,0,0,2,3.5,,0,Thiago,0.0,490,False,,,55.3,51090.jpg,0.0,Thiago,5.9,False,,a,5,8,0,0,0,0,0,0.0,0.0,Thiago Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,479.0,180.0,478.0,180.0,476.0,180.0,479.0,180.0
,,219847,0,0,0,0,0,3,3.9,,0,Kai,0.0,500,False,,,85.3,219847.jpg,0.0,Havertz,4.4,False,,a,5,8,0,0,0,0,0,0.0,0.0,Havertz,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,502.0,209.0,502.0,209.0,502.0,209.0,502.0,209.0
0.0,,19419,0,0,0,0,0,2,0.0,,0,Gary,0.0,125,False,Hamstring injury - Unknown return date,2020-08-15T10:00:11.611500Z,45.6,19419.jpg,2.8,Cahill,0.1,False,,i,6,31,70,0,0,0,0,0.0,15.6,Cahill,2167,0,1,7,35,0,0,0,1,0,0,4,395,448.4,40.0,342.0,83.4,138.0,49.0,294.0,103.0,99.0,13.0,169.0,46.0
,,20066,0,0,0,0,0,1,1.7,,0,Wayne,0.0,126,False,,,45.599999999999994,20066.jpg,2.3,Hennessey,0.8,False,,a,6,31,7,0,0,0,0,0.0,1.6,Hennessey,270,0,0,0,8,0,0,0,0,0,16,0,58,110.4,0.0,0.0,11.0,308.0,25.0,381.0,21.0,362.0,14.0,342.0,25.0
0.0,,40784,0,0,0,0,0,2,0.0,,0,Mamadou,0.0,127,False,Muscle injury - Unknown return date,2020-08-15T10:00:11.633422Z,46.099999999999994,40784.jpg,0.8,Sakho,0.0,False,,i,6,31,11,0,0,0,0,0.0,2.4,Sakho,929,0,0,0,21,0,0,0,1,1,0,0,148,179.2,15.9,6.0,20.2,276.0,104.0,326.0,122.0,326.0,122.0,321.0,115.0
,,40836,0,0,0,0,0,1,2.5,,0,Vicente,0.0,128,False,,,51.0,40836.jpg,3.9,Guaita,1.5,False,,a,6,31,137,0,0,0,0,0.0,27.4,Guaita,3150,0,0,10,42,1,0,0,1,0,111,16,643,827.2,0.0,0.0,82.6,25.0,7.0,441.0,43.0,434.0,39.0,171.0,7.0
0.0,,49413,0,0,0,0,0,2,0.0,,0,James,0.0,129,False,Thigh injury - Unknown return date,2020-08-15T10:00:11.660937Z,45.4,49413.jpg,2.7,Tomkins,0.0,False,,i,6,31,48,0,0,0,0,0.0,10.7,Tomkins,1582,1,1,3,23,0,0,0,5,0,0,4,260,384.0,27.7,121.0,53.3,168.0,61.0,313.0,115.0,221.0,61.0,247.0,79.0
,,50471,0,0,0,0,0,3,1.8,,0,James,0.0,130,False,,,55.699999999999996,50471.jpg,2.5,McArthur,0.2,False,,a,6,31,92,0,0,0,0,0.0,16.7,McArthur,3091,0,4,11,38,0,0,0,6,0,0,2,420,586.6,486.6,421.0,149.6,76.0,24.0,50.0,39.0,79.0,42.0,61.0,36.0
,,50472,0,0,0,0,0,3,1.0,,0,James,0.0,131,False,,,46.19999999999999,50472.jpg,1.2,McCarthy,2.2,False,,a,6,31,41,0,0,0,0,0.0,9.1,McCarthy,1668,0,0,2,29,0,0,0,9,0,0,0,205,268.8,268.3,80.0,61.8,225.0,96.0,136.0,90.0,257.0,129.0,228.0,111.0
0.0,,54861,0,0,0,0,0,4,0.0,,0,Christian,0.0,132,False,Foot injury - Unknown return date,2020-09-06T03:00:11.019701Z,55.599999999999994,54861.jpg,1.8,Benteke,0.8,False,,i,6,31,42,0,0,0,0,0.0,7.6,Benteke,1252,2,1,5,18,0,0,0,4,1,0,1,133,231.8,248.3,632.0,110.9,249.0,26.0,143.0,20.0,46.0,21.0,111.0,22.0
,,55037,0,0,0,0,0,3,1.4,,0,Cheikhou,0.0,133,False,,,50.8,55037.jpg,2.4,Kouyaté,0.2,False,,a,6,31,85,0,0,0,0,0.0,17.0,Kouyaté,2524,1,2,10,36,0,0,0,4,0,0,4,288,394.6,162.3,279.0,83.5,163.0,67.0,192.0,119.0,125.0,71.0,168.0,89.0
,,55494,0,0,0,0,0,2,1.6,,0,Joel,0.0,134,False,,,45.599999999999994,55494.jpg,2.7,Ward,1.7,False,,a,6,31,77,0,0,0,0,0.0,17.1,Ward,2380,0,1,7,36,0,0,0,4,0,0,8,392,427.0,117.0,49.0,59.5,150.0,55.0,217.0,58.0,284.0,100.0,232.0,72.0
,,58786,0,0,0,0,0,2,1.6,,0,Martin,0.0,135,False,,,45.4,58786.jpg,3.4,Kelly,1.4,False,,a,6,31,64,0,0,0,0,0.0,14.2,Kelly,1547,0,1,6,16,0,0,0,0,0,0,4,288,305.4,96.5,15.0,41.7,200.0,76.0,232.0,67.0,317.0,118.0,278.0,95.0
0.0,,59125,0,0,0,0,0,4,0.0,,0,Connor,0.0,136,False,Unknown - Unknown return date,2020-09-06T03:00:11.034332Z,45.1,59125.jpg,2.5,Wickham,4.4,False,,i,6,31,15,0,0,0,0,0.0,3.3,Wickham,90,1,1,0,2,0,0,0,0,0,0,2,48,59.8,34.5,64.0,15.8,335.0,44.0,299.0,45.0,274.0,46.0,330.0,46.0
,,60252,0,0,0,0,0,3,2.1,,0,Andros,0.0,137,False,,,60.4,60252.jpg,2.0,Townsend,0.3,False,,a,6,31,48,0,0,0,0,0.0,8.0,Townsend,1284,1,1,3,23,0,0,0,0,0,0,0,221,246.4,247.1,122.0,61.6,235.0,99.0,144.0,94.0,219.0,114.0,229.0,112.0
,,66975,0,0,0,0,0,3,2.1,,0,Luka,0.0,138,False,,,60.60000000000001,66975.jpg,2.6,Milivojevic,1.0,False,,a,6,31,81,0,0,0,0,0.0,13.5,Milivojevic,2510,3,1,7,38,0,0,0,12,0,0,9,382,460.0,499.1,190.0,114.9,129.0,48.0,49.0,38.0,174.0,95.0,105.0,61.0
0.0,,74230,0,0,0,0,0,2,0.0,,0,Patrick,0.0,139,False,Shoulder Dislocation - Unknown return date,2020-08-15T10:00:11.682747Z,55.8,74230.jpg,3.8,van Aanholt,0.1,False,,i,6,31,109,0,0,0,0,0.0,19.8,van Aanholt,2507,3,2,8,38,1,0,0,0,0,0,12,523,531.2,516.0,285.0,133.4,105.0,42.0,46.0,8.0,121.0,21.0,78.0,13.0
,,80146,0,0,0,0,0,4,1.8,,0,Jordan,0.0,140,False,,,60.89999999999999,80146.jpg,3.6,Ayew,7.4,False,,a,6,31,132,0,0,0,0,0.0,22.0,Ayew,3148,9,3,12,45,0,0,0,6,0,0,19,443,597.4,445.6,885.0,192.4,74.0,11.0,67.0,6.0,31.0,16.0,39.0,14.0
,,82403,0,0,0,0,0,3,2.4,,0,Wilfried,0.0,141,False,,,70.99999999999999,82403.jpg,3.2,Zaha,6.9,False,,a,6,31,120,0,0,0,0,0.0,17.1,Zaha,3279,4,6,9,46,0,0,0,5,0,0,4,337,572.0,588.0,1103.0,226.4,81.0,26.0,33.0,27.0,19.0,8.0,25.0,15.0
,,86417,0,0,0,0,0,3,1.8,,0,Jeffrey,0.0,142,False,,,55.89999999999999,86417.jpg,3.0,Schlupp,0.1,False,,a,6,31,51,0,0,0,0,0.0,9.3,Schlupp,1030,3,1,4,16,0,0,0,2,0,0,4,148,240.0,101.9,266.0,60.8,241.0,102.0,227.0,129.0,131.0,76.0,231.0,114.0
,,141020,0,0,0,0,0,3,1.4,,0,Max,0.0,143,False,,,50.599999999999994,141020.jpg,1.4,Meyer,0.1,False,,a,6,31,23,0,0,0,0,0.0,4.6,Meyer,645,0,0,1,11,0,0,0,1,0,0,0,67,68.0,68.9,103.0,23.8,330.0,141.0,259.0,136.0,233.0,119.0,311.0,137.0
,,173954,0,0,0,0,0,3,1.0,,0,Jairo,0.0,144,False,,,45.900000000000006,173954.jpg,1.3,Riedewald,0.2,False,,a,6,31,22,0,0,0,0,0.0,4.9,Riedewald,761,0,0,0,9,0,0,0,0,0,0,0,116,117.0,47.1,27.0,19.1,305.0,130.0,285.0,146.0,301.0,146.0,324.0,141.0
